id,run2_initial_answer,run2_initial_confidence,run2_answer,run2_confidence
Q0114,D,98,D,99
Q0115,D,94,D,96
Q0116,E,97,E,99
Q0117,D,97,D,99
Q0118,D,97,D,98
Q0119,E,98,E,99
Q0120,C,97,C,98
Q0121,D,97,D,98
Q0122,B,98,B,99
Q0123,E,99,E,99
Q0124,A,91,A,93
Q0125,B,98,B,99
Q0126,A,98,A,99
Q0127,A,98,A,99
Q0128,D,99,D,99
Q0129,C,91,C,88
Q0130,A,99,A,99
Q0131,B,99,B,99
Q0132,B,98,B,99
Q0133,A,98,A,99
Q0134,B,99,B,99
Q0135,A,98,A,99
Q0136,C,98,C,99
Q0137,D,98,D,99
Q0138,E,99,E,99
Q0139,C,98,C,99
Q0140,D,87,D,89
Q0141,D,95,D,97
Q0142,A,98,A,99
Q0143,A,99,A,99
Q0144,B,98,B,99
Q0145,D,96,D,97
Q0146,D,97,D,98
Q0147,D,97,D,98
Q0148,D,93,D,95
Q0149,B,96,B,97
Q0150,D,89,D,87
Q0151,A,95,A,97
Q0152,E,98,E,99
Q0153,C,94,C,97
Q0154,A,98,A,99
Q0155,D,98,D,99
Q0156,E,95,E,97
Q0157,B,99,B,99
Q0158,A,99,A,99
Q0159,D,97,D,98
Q0160,C,98,C,99
Q0161,B,84,B,91
Q0162,B,99,B,99
Q0163,D,99,D,99
Q0164,A,97,A,98
Q0165,A,99,A,99
Q0166,B,99,B,99
Q0167,B,99,B,99
Q0168,D,99,D,99
Q0169,B,98,B,99
Q0170,D,99,D,99
Q0171,C,98,C,99
Q0172,D,98,D,99
Q0173,C,97,C,98
Q0174,A,96,A,98
Q0175,E,99,E,99
Q0176,D,99,D,99
Q0177,E,99,E,99
Q0178,D,98,D,99
Q0179,D,96,D,98
Q0180,D,98,D,99
Q0181,B,96,B,98
Q0182,E,98,E,99
Q0183,B,95,B,97
Q0184,E,97,E,99
Q0185,B,95,B,97
Q0186,D,98,D,99
Q0187,C,97,C,99
Q0188,B,99,B,99
Q0189,E,96,E,98
Q0190,C,98,C,99
Q0191,A,98,A,99
Q0192,D,98,D,99
Q0193,E,99,E,99
Q0194,C,99,C,99
Q0195,C,96,C,98
Q0196,C,98,C,99
Q0197,A,85,A,91
Q0198,C,98,C,99
Q0199,E,83,E,91
Q0200,D,98,D,99
Q0201,B,98,B,99
Q0202,B,98,B,99
Q0203,C,81,C,81
Q0204,B,86,B,91
Q0205,C,99,C,99
Q0206,B,99,B,99
Q0207,D,99,D,99
Q0208,A,98,A,99
Q0209,B,98,B,99
Q0210,A,94,A,95
Q0211,C,98,C,99
Q0212,D,92,D,93
Q0213,A,97,A,99
Q0214,A,99,A,99
Q0215,B,98,B,99
Q0216,D,85,D,72
Q0217,E,93,E,96
Q0218,D,98,D,99
Q0219,E,98,E,99
Q0220,A,99,A,99
Q0221,D,97,D,98
Q0222,A,92,A,94
Q0223,D,73,D,78
Q0224,A,98,A,99
Q0225,C,99,C,99
Q0226,C,99,C,99
Q0227,D,93,D,95
Q0228,B,94,B,97
Q0229,A,91,A,87
Q0230,E,98,E,99
Q0231,C,99,C,99
Q0232,A,93,A,94
Q0233,D,95,D,96
Q0234,B,99,B,99
Q0235,D,92,D,96
Q0236,B,99,B,99
Q0237,A,99,A,99
Q0238,B,94,B,96
Q0239,B,74,B,62
Q0240,A,92,A,94
Q0241,E,98,E,99
Q0242,A,93,A,94
Q0243,C,95,C,97
Q0244,C,92,C,94
Q0245,E,88,E,92
Q0246,D,93,D,96
Q0247,D,89,D,93
Q0248,D,97,D,98
Q0249,C,96,C,98
Q0250,B,99,B,99
Q0251,D,93,D,90
Q0252,B,98,B,99
Q0253,A,82,A,88
Q0254,D,97,D,98
Q0255,A,93,A,95
Q0256,C,98,C,99
Q0257,D,92,D,89
Q0258,D,98,D,99
Q0259,B,97,B,98
Q0260,D,99,D,99
Q0261,C,92,C,95
Q0262,C,96,C,97
Q0263,E,97,E,98
Q0264,C,96,C,98
Q0265,A,92,A,94
Q0266,B,84,B,78
Q0267,D,85,B,97
Q0268,E,98,E,99
Q0269,E,96,E,98
Q0270,D,99,D,99
Q0271,C,99,C,99
Q0272,B,93,B,94
Q0273,C,98,C,99
Q0274,A,93,A,95
Q0275,A,99,A,99
Q0276,A,99,A,99
Q0277,C,95,C,97
Q0278,D,97,D,98
Q0279,D,97,D,98
Q0280,B,98,B,99
Q0281,B,96,B,98
Q0282,D,98,D,99
Q0283,A,93,A,90
Q0284,C,95,C,97
Q0285,C,84,C,88
Q0286,E,91,E,84
Q0287,D,99,D,99
Q0288,A,92,A,95
Q0289,B,97,B,99
Q0290,D,98,D,99
Q0291,B,69,A,88
Q0292,A,98,A,99
Q0293,D,98,D,99
Q0294,A,99,A,99
Q0295,A,96,A,98
Q0296,B,98,B,99
Q0297,A,97,A,98
Q0298,D,95,D,97
Q0299,E,99,E,99
Q0300,B,99,B,99
Q0301,E,96,E,98
Q0302,C,91,C,93
Q0303,A,99,A,99
Q0304,E,97,E,98
Q0305,A,98,A,99
Q0306,B,99,B,99
Q0307,C,92,C,96
Q0308,C,95,C,97
Q0309,C,98,C,99
Q0310,D,100,D,100
Q0311,B,98,B,99
Q0312,D,96,D,98
Q0313,B,98,B,99
Q0314,B,97,B,98
Q0315,A,92,A,94
Q0316,B,98,B,99
Q0317,A,99,A,99
Q0318,B,95,B,96
Q0319,C,94,C,96
Q0320,B,98,B,99
Q0321,D,98,D,99
Q0322,A,96,A,97
Q0323,E,75,E,88
Q0324,C,99,C,99
Q0325,A,99,A,99
Q0326,C,99,C,99
Q0327,B,95,B,97
Q0328,A,97,A,99
Q0329,B,95,B,96
Q0330,B,91,B,93
Q0331,C,98,C,99
Q0332,B,99,B,99
Q0333,D,97,D,99
Q0334,E,95,E,96
Q0335,B,98,B,99
Q0336,B,98,B,99
Q0337,A,91,A,94
Q0338,C,95,C,97
Q0339,A,99,A,99
Q0340,A,99,A,99
Q0341,C,96,C,97
Q0342,C,98,C,99
Q0343,D,99,D,99
Q0344,B,98,B,99
Q0345,A,96,A,97
Q0346,C,98,C,99
Q0347,C,97,C,99
Q0348,A,99,A,99
Q0349,D,98,D,99
Q0350,C,96,C,98
Q0351,C,95,C,96
Q0352,A,98,A,99
Q0353,A,98,A,99
Q0354,B,96,B,98
Q0355,D,96,D,97
Q0356,A,95,A,98
Q0357,A,98,A,99
Q0358,E,97,E,98
Q0359,B,98,B,99
Q0360,D,99,D,99
Q0361,A,99,A,99
Q0362,A,93,A,95
Q0363,D,97,D,99
Q0364,D,97,D,98
Q0365,A,94,A,97
Q0366,D,98,D,99
Q0367,A,98,A,99
Q0368,D,94,D,97
Q0369,D,98,D,99
Q0370,E,95,E,97
Q0371,E,97,E,99
Q0372,A,98,A,99
Q0373,E,98,E,99
Q0374,E,92,E,93
Q0375,D,99,D,99
Q0376,B,98,B,99
Q0377,D,97,D,98
Q0378,E,98,E,99
Q0379,A,93,A,95
Q0380,D,98,D,99
Q0381,B,86,B,90
Q0382,C,87,C,92
Q0383,C,99,C,99
Q0384,A,96,A,97
Q0385,E,98,E,99
Q0386,E,95,E,97
Q0387,D,96,D,98
Q0388,B,98,B,99
Q0389,C,99,C,99
Q0390,D,99,D,99
Q0391,A,91,A,93
Q0392,B,98,B,99
Q0393,C,99,C,99
Q0394,A,94,A,96
Q0395,D,98,D,99
Q0396,C,99,C,99
Q0397,D,98,D,99
Q0398,B,92,B,94
Q0399,E,97,E,99
Q0400,B,98,B,99
Q0401,B,98,B,99
Q0402,C,91,C,93
Q0403,B,99,B,99
Q0404,E,92,E,95
Q0405,A,99,A,99
Q0406,A,99,A,99
Q0407,C,98,C,99
Q0408,C,98,C,99
Q0409,A,97,A,98
Q0410,C,99,C,99
Q0411,C,99,C,99
Q0412,C,99,C,99
Q0413,A,96,A,98
Q0414,B,83,B,62
Q0415,E,93,E,95
Q0416,E,86,E,90
Q0417,D,98,D,99
Q0418,A,98,A,99
Q0419,D,99,D,99
Q0420,B,98,B,99
Q0421,B,99,B,99
Q0422,C,96,C,97
Q0423,A,92,A,96
Q0424,E,84,E,90
Q0425,C,99,C,99
Q0426,C,86,C,88
Q0427,C,98,C,99
Q0428,B,98,B,99
Q0429,A,97,A,98
Q0430,E,95,E,97
Q0431,B,98,B,99
Q0432,B,96,B,97
Q0433,B,99,B,99
Q0434,D,99,D,99
Q0435,C,98,C,99
Q0436,D,99,D,99
Q0437,C,99,C,99
Q0438,A,92,A,93
Q0439,C,93,C,96
Q0440,A,88,A,90
Q0441,E,98,E,99
Q0442,D,97,D,98
Q0443,D,96,D,97
Q0444,B,98,B,99
Q0445,D,95,D,97
Q0446,B,97,B,98
Q0447,A,97,A,99
Q0448,C,97,C,98
Q0449,D,84,D,86
Q0450,B,93,D,78
Q0451,B,99,B,99
Q0452,E,99,E,99
Q0453,B,92,B,96
Q0454,C,98,C,99
Q0455,E,95,E,97
Q0456,D,99,D,99
Q0457,B,96,B,98
Q0458,C,97,C,98
Q0459,D,99,D,99
Q0460,E,99,E,99
Q0461,A,95,A,96
Q0462,E,89,E,91
Q0463,B,92,B,94
Q0464,B,71,B,74
Q0465,C,98,C,99
Q0466,D,97,D,98
Q0467,C,99,C,99
Q0468,E,96,E,98
Q0469,A,99,A,99
Q0470,A,95,A,97
Q0471,A,89,A,91
Q0472,D,90,D,88
Q0473,D,94,D,97
Q0474,D,99,D,99
Q0475,B,99,B,99
Q0476,D,98,D,99
Q0477,D,99,D,99
Q0478,B,95,B,96
Q0479,C,95,C,98
Q0480,D,98,D,99
Q0481,B,93,B,96
Q0482,A,98,A,99
Q0483,C,99,C,99
Q0484,C,97,C,98
Q0485,D,99,D,99
Q0486,B,94,B,96
Q0487,C,96,C,97
Q0488,D,99,D,99
Q0489,A,98,A,99
Q0490,D,98,D,99
Q0491,C,99,C,99
Q0492,A,97,A,99
Q0493,C,98,C,99
Q0494,D,98,D,99
Q0495,A,98,A,99
Q0496,A,92,A,94
Q0497,D,94,D,97
Q0498,D,98,D,99
Q0499,A,98,A,99
Q0500,A,98,A,99
Q0501,B,95,B,97
Q0502,E,95,E,97
Q0503,B,95,B,97
Q0504,B,98,B,99
Q0505,C,95,C,96
Q0506,B,99,B,99
Q0507,A,97,A,98
Q0508,D,98,D,99
Q0509,C,93,C,95
Q0510,E,97,E,98
Q0511,A,99,A,99
Q0512,A,96,A,97
Q0513,B,98,B,99
Q0514,D,98,D,99
Q0515,B,97,B,99
Q0516,D,95,D,97
Q0517,E,99,E,99
Q0518,B,98,B,99
Q0519,C,95,C,97
Q0520,D,92,D,95
Q0521,B,99,B,99
Q0522,A,96,A,97
Q0523,D,99,D,99
Q0524,E,98,E,99
Q0525,B,94,B,97
Q0526,E,98,E,99
Q0527,D,99,D,99
Q0528,A,96,A,97
Q0529,D,99,D,99
Q0530,C,99,C,99
Q0531,A,97,A,99
Q0532,D,98,D,99
Q0533,C,94,C,96
Q0534,B,98,B,99
Q0535,D,65,C,91
Q0536,D,98,D,99
Q0537,E,98,E,99
Q0538,A,95,A,96
Q0539,D,79,D,87
Q0540,E,97,E,98
Q0541,E,79,E,74
Q0542,A,96,A,98
Q0543,C,98,C,99
Q0544,C,98,C,99
Q0545,C,95,C,97
Q0546,D,97,D,98
Q0547,D,94,D,96
Q0548,E,99,E,99
Q0549,E,97,E,98
Q0550,B,96,B,98
Q0551,A,89,A,91
Q0552,A,98,A,99
Q0553,B,99,B,99
Q0554,B,99,B,99
Q0555,A,94,A,97
Q0556,C,99,C,99
Q0557,A,99,A,99
Q0558,C,99,C,99
Q0559,C,98,C,99
Q0560,B,99,B,99
Q0561,A,93,A,90
Q0562,D,99,D,99
Q0563,B,99,B,99
Q0564,A,98,A,99
Q0565,B,95,B,96
Q0566,C,98,C,99
Q0567,B,94,B,97
Q0568,E,98,E,99
Q0569,A,99,A,99
Q0570,B,93,B,95
Q0571,A,99,A,99
Q0572,C,95,C,96
Q0573,C,91,C,94
Q0574,C,95,C,97
Q0575,C,98,C,99
Q0576,C,88,C,92
Q0577,E,93,E,95
Q0578,B,89,B,92
Q0579,B,93,B,95
Q0580,E,95,E,97
Q0581,A,98,A,99
Q0582,D,95,D,97
Q0583,D,97,D,98
Q0584,C,93,C,95
Q0585,E,94,E,96
Q0586,E,99,E,99
Q0587,B,92,B,93
Q0588,C,96,C,98
Q0589,A,94,A,96
Q0590,E,98,E,99
Q0591,C,98,C,99
Q0592,C,91,C,93
Q0593,B,94,B,97
Q0594,D,98,D,99
Q0595,D,95,D,97
Q0596,B,99,B,99
Q0597,C,98,C,99
Q0598,C,93,C,96
Q0599,B,96,B,98
Q0600,D,98,D,99
Q0601,E,99,E,99
Q0602,E,98,E,99
Q0603,A,92,A,78
Q0604,B,98,B,99
Q0605,A,98,A,99
Q0606,C,95,C,97
Q0607,E,98,E,99
Q0608,D,99,D,100
Q0609,D,99,D,99
Q0610,E,99,E,99
Q0611,B,98,B,99
Q0612,C,98,C,99
Q0613,B,98,B,99
Q0614,D,99,D,99
Q0615,D,96,D,97
Q0616,A,99,A,99
Q0617,E,92,E,94
Q0618,B,99,B,99
Q0619,C,99,C,99
Q0620,D,99,D,99
Q0621,C,98,C,99
Q0622,E,95,E,97
Q0623,C,98,C,99
Q0624,A,99,A,100
Q0625,E,99,E,99
Q0626,C,97,C,99
Q0627,E,98,E,99
Q0628,D,96,D,98
Q0629,C,98,C,99
Q0630,E,98,E,99
Q0631,D,97,D,98
Q0632,B,99,B,99
Q0633,E,99,E,99
Q0634,E,88,E,91
Q0635,A,93,A,95
Q0636,C,97,C,98
Q0637,A,99,A,99
Q0638,A,98,A,99
Q0639,A,98,A,99
Q0640,A,94,A,97
Q0641,E,98,E,99
Q0642,A,98,A,99
Q0643,B,98,B,99
Q0644,E,95,E,98
Q0645,B,83,B,87
Q0646,B,97,B,99
Q0647,B,99,B,99
Q0648,C,98,C,99
Q0649,A,99,A,99
Q0650,B,99,B,99
Q0651,C,98,C,99
Q0652,D,95,D,96
Q0653,D,96,D,98
Q0654,A,98,A,99
Q0655,B,92,B,94
Q0656,B,95,B,95
Q0657,D,97,D,98
Q0658,E,97,E,98
Q0659,D,98,D,99
Q0660,C,87,C,92
Q0661,A,98,A,99
Q0662,A,87,A,88
Q0663,E,96,E,98
Q0664,E,95,E,97
Q0665,D,93,D,90
Q0666,C,95,C,97
Q0667,A,98,A,99
Q0668,A,99,A,99
Q0669,B,99,B,99
Q0670,B,98,B,99
Q0671,B,88,B,90
Q0672,B,99,B,99
Q0673,B,99,B,99
Q0674,E,93,E,95
Q0675,B,99,B,99
Q0676,C,88,C,81
Q0677,C,70,C,84
Q0678,B,93,B,95
Q0679,B,96,B,97
Q0680,C,86,C,87
Q0681,E,99,E,99
Q0682,B,99,B,99
Q0683,D,98,D,99
Q0684,C,95,C,97
Q0685,B,99,B,99
Q0686,D,86,D,90
Q0687,A,98,A,99
Q0688,E,85,E,90
Q0689,A,96,A,98
Q0690,C,87,C,90
Q0691,B,96,B,98
Q0692,C,98,C,99
Q0693,D,94,D,96
Q0694,C,98,C,99
Q0695,A,98,A,99
Q0696,B,98,B,99
Q0697,D,98,D,99
Q0698,E,99,E,99
Q0699,A,97,A,98
Q0700,A,99,A,99
Q0701,C,99,C,99
Q0702,D,98,D,99
Q0703,D,97,D,98
Q0704,E,95,E,97
Q0705,E,87,E,84
Q0706,D,98,D,99
Q0707,E,86,E,88
Q0708,D,97,D,99
Q0709,B,99,B,99
Q0710,C,70,C,82
Q0711,D,98,D,99
Q0712,C,98,C,99
Q0713,C,98,C,99
Q0714,A,99,A,99
Q0715,B,96,B,97
Q0716,B,99,B,99
Q0717,D,96,D,97
Q0718,B,96,B,97
Q0719,E,98,E,99
Q0720,A,98,A,99
Q0721,D,95,D,97
Q0722,B,98,B,99
Q0723,E,99,E,99
Q0724,D,97,D,98
Q0725,E,90,E,93
Q0726,D,96,D,98
Q0727,E,99,E,99
Q0728,B,99,B,99
Q0729,D,99,D,99
Q0730,D,98,D,99
Q0731,D,93,D,95
Q0732,B,99,B,99
Q0733,B,93,B,95
Q0734,C,99,C,99
Q0735,D,91,D,93
Q0736,A,89,A,93
Q0737,D,89,D,91
Q0738,D,95,D,97
Q0739,A,99,A,99
Q0740,A,98,A,99
Q0741,E,95,E,97
Q0742,D,72,D,78
Q0743,B,91,B,94
Q0744,B,98,B,99
Q0745,D,97,D,98
Q0746,A,95,A,97
Q0747,B,98,B,99
Q0748,D,89,D,91
Q0749,A,95,A,97
Q0750,C,97,C,98
Q0751,B,99,B,99
Q0752,C,97,C,99
Q0753,C,93,E,75
Q0754,C,98,C,99
Q0755,B,99,B,99
Q0756,C,91,C,93
Q0757,C,99,C,99
Q0758,E,99,E,99
Q0759,E,98,E,99
Q0760,D,94,D,96
Q0761,C,96,C,98
Q0762,E,95,E,96
Q0763,C,72,C,72
Q0764,A,99,A,99
Q0765,D,94,D,97
Q0766,D,93,D,94
Q0767,E,93,E,94
Q0768,B,98,B,99
Q0769,B,94,B,96
Q0770,C,95,C,93
Q0771,B,99,B,99
Q0772,E,93,E,96
Q0773,E,97,E,99
Q0774,A,98,A,99
Q0775,E,98,E,99
Q0776,A,92,A,94
Q0777,B,99,B,99
Q0778,E,95,E,97
Q0779,D,88,D,93
Q0780,E,99,E,99
Q0781,D,87,D,90
Q0782,E,98,E,99
Q0783,E,98,E,99
Q0784,B,98,B,99
Q0785,B,96,B,97
Q0786,D,98,D,99
Q0787,E,96,E,98
Q0788,D,93,D,95
Q0789,D,99,D,99
Q0790,C,98,C,99
Q0791,B,99,B,99
Q0792,A,90,A,96
Q0793,C,91,C,87
Q0794,B,96,B,98
Q0795,E,98,E,99
Q0796,C,95,C,97
Q0797,C,97,C,98
Q0798,E,98,E,99
Q0799,C,99,C,99
Q0800,C,95,C,96
Q0801,C,99,C,99
Q0802,B,98,B,99
Q0803,E,96,E,98
Q0804,B,83,B,78
Q0805,A,98,A,99
Q0806,C,99,C,99
Q0807,B,89,B,91
Q0808,C,98,C,96
Q0809,D,97,D,98
Q0810,B,98,B,99
Q0811,A,98,A,99
Q0812,E,99,E,99
Q0813,E,72,E,63
Q0814,C,92,C,95
Q0815,E,97,E,99
Q0816,A,96,A,97
Q0817,A,98,A,99
Q0818,C,98,C,99
Q0819,B,99,B,99
Q0820,E,99,E,99
Q0821,C,99,C,99
Q0822,D,95,D,97
Q0823,D,95,D,97
Q0824,B,92,B,96
Q0825,B,88,B,92
Q0826,D,96,D,97
Q0827,C,96,C,98
Q0828,B,99,B,99
Q0829,C,98,C,99
Q0830,D,95,D,96
Q0831,B,98,B,99
Q0832,A,95,A,93
Q0833,C,99,C,99
Q0834,D,98,D,99
Q0835,D,97,D,99
Q0836,C,96,C,98
Q0837,B,99,B,99
Q0838,D,99,D,99
Q0839,A,99,A,99
Q0840,B,99,B,99
Q0841,D,99,D,99
Q0842,B,98,B,99
Q0843,C,99,C,99
Q0844,D,98,D,99
Q0845,A,98,A,99
Q0846,A,96,A,98
Q0847,D,98,D,98
Q0848,D,99,D,99
Q0849,C,99,C,99
Q0850,E,98,E,99
Q0851,B,95,B,96
Q0852,C,95,C,97
Q0853,A,84,A,68
Q0854,D,95,D,97
Q0855,B,93,B,95
Q0856,B,99,B,99
Q0857,B,96,B,97
Q0858,D,98,D,99
Q0859,A,74,A,58
Q0860,D,98,D,99
Q0861,D,99,D,99
Q0862,C,96,C,97
Q0863,B,82,B,88
Q0864,A,95,A,97
Q0865,E,99,E,99
Q0866,C,98,C,99
Q0867,B,98,B,99
Q0868,B,93,B,96
Q0869,D,97,D,98
Q0870,B,96,B,98
Q0871,A,99,A,99
Q0872,B,97,B,98
Q0873,D,97,D,99
Q0874,C,99,C,99
Q0875,E,91,E,88
Q0876,E,98,E,99
Q0877,D,99,D,99
Q0878,B,100,B,100
Q0879,D,99,D,99
Q0880,E,93,E,95
Q0881,C,95,C,97
Q0882,A,99,A,99
Q0883,B,91,B,94
Q0884,B,99,B,99
Q0885,A,99,A,99
Q0886,C,91,C,94
Q0887,C,88,C,89
Q0888,D,90,D,93
Q0889,A,97,A,98
Q0890,B,98,B,99
Q0891,A,98,A,99
Q0892,D,81,D,84
Q0893,E,96,E,98
Q0894,B,98,B,99
Q0895,A,98,A,99
Q0896,E,98,E,99
Q0897,E,99,E,99
Q0898,B,99,B,99
Q0899,C,98,C,99
Q0900,B,97,B,98
Q0901,C,98,C,99
Q0902,E,98,E,99
Q0903,C,99,C,99
Q0904,B,97,B,98
Q0905,C,98,C,99
Q0906,C,99,C,99
Q0907,B,97,B,98
Q0908,A,94,A,96
Q0909,C,92,C,95
Q0910,A,98,A,99
Q0911,C,94,C,96
Q0912,C,92,C,78
Q0913,B,99,B,99
Q0914,E,92,E,95
Q0915,D,97,D,99
Q0916,A,98,A,99
Q0917,A,98,A,99
Q0918,E,99,E,99
Q0919,B,98,B,99
Q0920,C,95,C,97
Q0921,A,99,A,99
Q0922,B,91,B,93
Q0923,A,93,A,94
Q0924,C,99,C,99
Q0925,A,98,A,99
Q0926,C,100,C,100
Q0927,B,95,B,97
Q0928,C,99,C,99
Q0929,B,98,B,99
Q0930,C,99,C,99
Q0931,A,98,A,99
Q0932,D,97,D,98
Q0933,E,98,E,99
Q0934,A,99,A,99
Q0935,B,92,B,95
Q0936,A,67,D,84
Q0937,B,97,B,98
Q0938,D,95,D,96
Q0939,D,98,D,99
Q0940,A,96,A,98
Q0941,A,97,A,99
Q0942,A,95,A,97
Q0943,B,97,B,98
Q0944,E,93,E,95
Q0945,E,82,E,68
Q0946,D,92,D,78
Q0947,D,98,D,99
Q0948,B,98,B,99
Q0949,C,93,C,90
Q0950,A,97,A,98
Q0951,A,93,A,96
Q0952,C,92,C,89
Q0953,A,89,A,93
Q0954,D,92,D,95
Q0955,C,95,C,97
Q0956,D,98,D,99
Q0957,B,99,B,99
Q0958,B,99,B,99
Q0959,C,98,C,99
Q0960,B,96,B,98
Q0961,D,99,D,99
Q0962,A,88,A,93
Q0963,B,97,B,98
Q0964,A,66,A,72
Q0965,C,90,C,94
Q0966,D,95,D,96
Q0967,C,96,C,98
Q0968,C,98,C,99
Q0969,A,99,A,99
Q0970,C,95,C,97
Q0971,D,92,D,94
Q0972,E,93,E,95
Q0973,C,77,C,77
Q0974,B,99,B,99
Q0975,E,99,E,99
Q0976,C,99,C,99
Q0977,E,90,E,93
Q0978,B,99,B,99
Q0979,C,99,C,99
Q0980,D,98,D,99
Q0981,C,92,C,95
Q0982,D,99,D,99
Q0983,B,96,B,97
Q0984,D,95,D,97
Q0985,E,88,E,90
Q0986,A,99,A,99
Q0987,D,98,D,99
Q0988,B,99,B,99
Q0989,E,89,E,92
Q0990,C,89,C,93
Q0991,E,99,E,99
Q0992,D,99,D,99
Q0993,E,97,E,98
Q0994,C,90,C,92
Q0995,B,85,B,93
Q0996,D,98,D,99
Q0997,D,98,D,99
Q0998,E,99,E,99
Q0999,B,92,B,95
Q1000,E,95,E,97
Q1001,C,98,C,99
Q1002,C,95,C,97
Q1003,B,95,B,97
Q1004,E,98,E,99
Q1005,D,95,D,96
Q1006,E,98,E,99
Q1007,C,99,C,99
Q1008,B,87,B,90
Q1009,E,98,E,99
Q1010,D,98,D,99
Q1011,C,96,C,97
Q1012,E,98,E,99
Q1013,A,98,A,99
Q1014,D,98,D,99
Q1015,C,99,C,99
Q1016,A,99,A,99
Q1017,D,93,D,88
Q1018,E,99,E,99
Q1019,B,98,B,99
Q1020,A,96,A,97
Q1021,D,96,D,98
Q1022,E,95,E,97
Q1023,A,96,A,97
Q1024,D,98,D,99
Q1025,C,97,C,99
Q1026,D,98,D,99
Q1027,A,97,A,98
Q1028,B,97,B,99
Q1029,E,93,E,96
Q1030,A,97,A,99
Q1031,A,97,A,98
Q1032,E,98,E,99
Q1033,C,99,C,99
Q1034,B,98,B,99
Q1035,B,96,B,98
Q1036,B,99,B,99
Q1037,B,99,B,99
Q1038,D,91,D,93
Q1039,A,99,A,99
Q1040,B,98,B,99
Q1041,B,97,B,98
Q1042,D,96,D,98
Q1043,E,98,E,99
Q1044,E,95,E,96
Q1045,B,99,B,99
Q1046,A,98,A,99
Q1047,E,96,E,98
Q1048,B,96,B,98
Q1049,D,72,D,84
Q1050,C,99,C,99
Q1051,D,96,D,98
Q1052,C,99,C,99
Q1053,B,98,B,99
Q1054,B,97,B,98
Q1055,A,96,A,97
Q1056,C,97,C,99
Q1057,D,98,D,99
Q1058,B,95,B,97
Q1059,D,96,D,97
Q1060,A,95,A,97
Q1061,E,94,E,96
Q1062,E,98,E,99
Q1063,B,95,B,97
Q1064,D,99,D,99
Q1065,E,99,E,99
Q1066,A,97,A,98
Q1067,A,99,A,99
Q1068,C,97,C,98
Q1069,B,99,B,99
Q1070,B,90,B,93
Q1071,E,98,E,99
