id,run2_initial_answer,run2_initial_confidence,run2_answer,run2_confidence
Q0371,E,92,E,92
Q0372,A,97,A,97
Q0373,E,90,E,90
Q0374,E,78,E,78
Q0375,D,98,D,98
Q0376,B,88,B,88
Q0377,D,84,D,84
Q0378,E,92,E,92
Q0379,D,87,D,87
Q0380,D,96,D,96
Q0381,A,78,A,78
Q0382,C,72,C,72
Q0383,C,99,C,99
Q0384,E,86,E,86
Q0385,E,88,E,88
Q0386,E,86,E,86
Q0387,D,88,D,88
Q0388,B,93,B,93
Q0389,C,94,C,94
Q0390,D,92,D,92
Q0391,A,68,E,62
Q0392,B,90,B,90
Q0393,C,97,C,97
Q0394,A,84,A,84
Q0395,D,96,D,96
Q0396,C,92,C,92
Q0397,D,94,D,94
Q0398,B,74,B,74
Q0399,E,96,E,96
Q0400,B,87,B,87
Q0401,D,86,D,86
Q0402,C,82,C,82
Q0403,B,95,B,95
Q0404,E,78,E,78
Q0405,A,97,A,97
Q0406,A,95,A,95
Q0407,C,88,C,88
Q0408,C,97,C,97
Q0409,A,92,A,92
Q0410,C,96,C,96
Q0411,C,97,C,97
Q0412,C,97,C,97
Q0413,A,87,A,87
Q0414,B,78,B,78
Q0415,E,88,E,88
Q0416,C,78,C,55
Q0417,D,72,A,82
Q0418,A,84,D,72
Q0419,D,96,D,96
Q0420,B,93,B,93
Q0421,B,95,B,95
Q0422,C,78,C,78
Q0423,A,88,A,88
Q0424,B,78,B,78
Q0425,C,97,C,97
Q0426,D,72,D,72
Q0427,C,78,C,78
Q0428,B,93,B,93
Q0429,A,86,A,86
Q0430,E,88,E,88
Q0431,B,92,B,92
Q0432,D,78,D,78
Q0433,B,95,B,95
Q0434,D,98,D,98
Q0435,C,93,C,93
Q0436,D,94,D,94
Q0437,C,97,C,97
Q0438,A,83,A,83
Q0439,C,83,C,83
Q0440,A,72,A,72
Q0441,E,87,E,87
Q0442,D,88,D,88
Q0443,C,92,C,92
Q0444,B,93,B,93
Q0445,D,93,D,93
Q0446,B,92,B,92
Q0447,A,86,A,86
Q0448,C,92,C,92
Q0449,C,72,B,78
Q0450,B,86,B,86
Q0451,B,95,B,95
Q0452,E,98,E,98
Q0453,B,72,B,72
Q0454,C,90,C,90
Q0455,E,72,E,72
Q0456,D,92,D,92
Q0457,B,87,B,87
Q0458,C,88,C,88
Q0459,D,97,D,97
Q0460,E,98,E,98
Q0461,A,84,A,84
Q0462,E,78,E,78
Q0463,B,84,B,84
Q0464,B,85,B,85
Q0465,C,92,C,92
Q0466,D,92,D,92
Q0467,C,92,C,92
Q0468,E,85,E,85
Q0469,A,99,A,99
Q0470,A,91,A,91
Q0471,A,78,A,78
Q0472,D,78,D,78
Q0473,D,78,D,78
Q0474,D,95,D,95
Q0475,B,98,B,98
Q0476,D,92,D,92
Q0477,D,98,D,98
Q0478,B,83,B,83
Q0479,C,93,C,93
Q0480,D,93,D,93
Q0481,E,74,E,74
Q0482,A,93,A,93
Q0483,C,98,C,98
Q0484,B,78,B,78
Q0485,D,98,D,98
Q0486,B,90,B,90
Q0487,C,90,C,90
Q0488,D,98,D,98
Q0489,A,95,A,95
Q0490,D,98,D,98
Q0491,C,96,C,96
Q0492,A,88,A,88
Q0493,C,92,C,92
Q0494,D,97,D,97
Q0495,A,92,A,92
Q0496,B,80,B,82
Q0497,D,78,D,78
Q0498,D,92,D,92
Q0499,A,72,A,72
Q0500,A,78,A,78
Q0501,B,86,B,86
Q0502,E,85,E,85
Q0503,B,92,B,92
Q0504,B,94,B,94
Q0505,C,86,C,86
Q0506,B,94,B,94
Q0507,A,78,E,55
Q0508,D,83,D,83
Q0509,C,86,C,86
Q0510,E,92,E,92
Q0511,A,88,A,88
Q0512,A,84,A,84
Q0513,B,93,B,93
Q0514,D,95,D,95
Q0515,B,78,B,83
Q0516,D,83,D,83
Q0517,E,95,E,95
Q0518,B,92,B,92
Q0519,C,86,C,86
Q0520,D,78,D,78
Q0521,B,95,B,95
Q0522,A,92,A,92
Q0523,D,96,D,96
Q0524,E,95,E,95
Q0525,B,87,B,87
Q0526,E,82,E,82
Q0527,D,83,D,83
Q0528,A,83,A,83
Q0529,D,92,D,92
Q0530,C,98,C,98
Q0531,A,78,A,78
Q0532,D,93,D,93
Q0533,B,78,B,78
Q0534,B,93,B,93
Q0535,C,83,C,83
Q0536,D,96,D,96
Q0537,E,92,E,92
Q0538,A,77,A,77
Q0539,A,78,A,78
Q0540,E,90,E,90
Q0541,D,78,D,78
Q0542,C,86,C,78
Q0543,C,95,C,95
Q0544,C,90,C,90
Q0545,C,72,C,72
Q0546,D,92,D,92
Q0547,D,87,D,87
Q0548,E,92,E,92
Q0549,E,92,E,92
Q0550,B,86,B,86
Q0551,A,78,A,78
Q0552,A,92,A,92
Q0553,B,92,B,92
Q0554,B,97,B,97
Q0555,A,86,A,86
Q0556,C,98,C,98
Q0557,A,91,A,91
Q0558,C,96,C,96
Q0559,C,97,C,97
Q0560,B,97,B,97
Q0561,A,82,A,82
Q0562,D,96,D,94
Q0563,B,97,B,97
Q0564,A,98,A,98
Q0565,B,75,B,75
Q0566,C,85,C,85
Q0567,B,72,B,72
Q0568,E,96,E,96
Q0569,A,98,A,98
Q0570,B,78,B,78
Q0571,A,92,A,92
Q0572,C,82,B,72
Q0573,C,86,C,86
Q0574,C,87,C,87
Q0575,C,92,C,92
Q0576,C,78,C,78
Q0577,E,88,E,88
Q0578,B,78,B,78
Q0579,B,84,B,84
Q0580,E,78,E,78
Q0581,A,88,A,88
Q0582,D,85,D,85
Q0583,D,86,D,86
Q0584,C,67,C,67
Q0585,E,90,E,90
Q0586,E,97,E,97
Q0587,B,88,B,88
Q0588,C,88,C,88
Q0589,A,87,A,82
Q0590,E,83,E,83
Q0591,C,92,C,92
Q0592,C,86,C,86
Q0593,B,88,B,88
Q0594,D,96,D,96
Q0595,D,78,A,62
Q0596,B,98,B,98
Q0597,C,90,C,90
Q0598,C,86,C,86
Q0599,B,92,B,92
Q0600,D,97,D,97
Q0601,E,96,E,96
Q0602,E,94,E,94
Q0603,A,82,A,82
Q0604,B,97,B,97
Q0605,A,97,A,97
Q0606,C,78,C,78
Q0607,B,78,E,86
Q0608,D,96,D,96
Q0609,D,94,D,94
Q0610,E,93,E,93
Q0611,B,94,B,94
Q0612,C,86,C,86
Q0613,B,92,B,92
Q0614,D,92,D,92
Q0615,D,87,D,87
Q0616,A,96,A,96
Q0617,E,78,E,78
Q0618,B,95,B,95
Q0619,C,99,C,99
Q0620,D,97,D,97
Q0621,C,95,C,95
Q0622,A,88,A,88
Q0623,C,94,C,94
Q0624,A,98,A,99
Q0625,E,98,E,98
Q0626,C,86,C,86
Q0627,E,95,E,95
Q0628,D,86,D,86
Q0629,C,96,C,96
Q0630,B,78,D,93
Q0631,D,88,D,88
Q0632,B,99,B,99
Q0633,E,98,E,98
Q0634,E,72,E,72
Q0635,A,68,A,68
Q0636,C,90,C,90
Q0637,A,98,A,98
Q0638,A,80,A,80
Q0639,A,92,A,92
Q0640,A,72,E,86
Q0641,B,83,B,83
Q0642,A,92,A,92
Q0643,B,93,B,93
Q0644,E,92,E,90
Q0645,B,76,B,76
Q0646,B,93,B,93
Q0647,B,97,B,97
Q0648,C,92,C,92
Q0649,A,92,A,92
Q0650,B,92,B,92
Q0651,C,96,C,96
Q0652,D,86,D,86
Q0653,D,88,D,88
Q0654,A,92,A,92
Q0655,B,72,B,72
Q0656,B,82,B,82
Q0657,D,92,D,90
Q0658,E,87,E,87
Q0659,D,92,D,92
Q0660,C,86,C,86
Q0661,A,88,A,88
Q0662,A,83,A,83
Q0663,E,88,E,88
Q0664,E,84,E,84
Q0665,D,72,E,85
Q0666,C,78,C,78
Q0667,A,84,A,84
Q0668,A,92,A,92
Q0669,B,78,B,78
Q0670,B,90,B,90
Q0671,B,88,B,88
Q0672,B,95,B,95
Q0673,B,98,B,98
Q0674,E,78,D,73
Q0675,B,97,B,97
Q0676,C,78,C,78
Q0677,C,78,C,78
Q0678,E,74,B,76
Q0679,B,92,B,92
Q0680,C,78,E,60
Q0681,E,96,E,96
Q0682,B,97,B,97
Q0683,D,92,D,92
Q0684,C,86,C,86
Q0685,B,96,B,96
Q0686,D,73,D,73
Q0687,A,92,A,92
Q0688,E,78,E,78
Q0689,A,78,B,56
Q0690,C,76,C,76
Q0691,B,84,B,84
Q0692,C,90,C,90
Q0693,D,83,D,83
Q0694,C,92,C,92
Q0695,A,92,A,92
Q0696,B,88,B,88
Q0697,D,92,D,92
Q0698,E,97,E,97
Q0699,A,92,A,92
Q0700,A,90,A,90
Q0701,C,92,C,92
Q0702,E,86,E,86
Q0703,D,84,D,84
Q0704,E,90,E,90
Q0705,E,78,E,78
Q0706,D,96,D,96
Q0707,E,78,E,78
Q0708,D,95,D,95
Q0709,B,93,B,93
Q0710,C,78,C,78
Q0711,D,93,D,93
Q0712,C,93,C,93
Q0713,C,90,C,90
Q0714,A,95,A,95
Q0715,B,78,B,78
Q0716,B,96,B,96
Q0717,D,88,D,88
Q0718,B,86,B,86
Q0719,E,94,E,94
Q0720,A,72,A,72
Q0721,D,78,D,78
Q0722,B,95,B,95
Q0723,E,92,E,92
Q0724,D,92,D,92
Q0725,E,63,E,63
Q0726,D,92,D,92
Q0727,E,91,E,91
Q0728,B,90,B,90
Q0729,D,97,D,97
Q0730,D,93,D,93
Q0731,D,82,D,82
Q0732,B,93,B,93
Q0733,B,78,B,78
Q0734,C,99,C,99
Q0735,D,84,D,84
Q0736,A,86,A,86
Q0737,D,78,D,78
Q0738,D,95,D,95
Q0739,C,96,C,96
Q0740,A,93,A,93
Q0741,E,88,E,88
Q0742,A,70,D,72
Q0743,B,92,B,92
Q0744,B,92,B,92
Q0745,D,90,D,90
Q0746,A,86,A,86
Q0747,B,92,B,92
Q0748,D,72,D,72
Q0749,A,86,A,86
Q0750,C,92,C,92
Q0751,B,97,B,97
Q0752,C,90,C,90
Q0753,C,94,C,94
Q0754,C,92,C,92
Q0755,B,97,B,97
Q0756,C,74,C,74
Q0757,C,92,C,92
Q0758,E,92,E,92
Q0759,E,88,E,88
Q0760,A,72,D,80
Q0761,C,87,C,87
Q0762,E,86,E,86
Q0763,C,73,A,55
Q0764,A,83,A,83
Q0765,D,88,D,88
Q0766,D,72,D,72
Q0767,E,92,E,92
Q0768,B,92,B,92
Q0769,B,86,B,86
Q0770,C,83,C,83
Q0771,B,92,B,92
Q0772,C,86,C,86
Q0773,E,93,E,93
Q0774,A,86,A,86
Q0775,E,95,E,95
Q0776,A,65,A,65
Q0777,B,97,B,97
Q0778,E,90,E,90
Q0779,A,86,A,86
Q0780,E,92,E,92
Q0781,A,73,A,73
Q0782,E,95,E,95
Q0783,E,97,E,97
Q0784,B,96,B,96
Q0785,B,83,C,56
Q0786,D,72,D,72
Q0787,E,88,E,88
Q0788,D,78,D,78
Q0789,D,99,D,99
Q0790,C,96,C,96
Q0791,B,72,B,72
Q0792,C,72,C,72
Q0793,C,86,C,86
Q0794,B,86,B,86
Q0795,E,87,E,87
Q0796,E,72,C,85
Q0797,D,88,C,60
Q0798,E,93,E,93
Q0799,C,93,C,93
Q0800,C,85,C,85
Q0801,C,97,C,97
Q0802,B,80,B,80
Q0803,E,78,E,78
Q0804,B,72,B,72
Q0805,A,92,A,92
Q0806,C,95,C,95
Q0807,C,78,B,62
Q0808,C,86,C,86
Q0809,D,92,D,92
Q0810,B,87,B,87
Q0811,A,92,A,92
Q0812,E,95,E,95
Q0813,E,78,E,78
Q0814,C,87,C,87
Q0815,E,92,E,92
Q0816,A,78,A,78
Q0817,A,96,A,97
Q0818,C,95,C,95
Q0819,B,98,B,98
Q0820,E,96,E,96
Q0821,C,97,C,97
Q0822,D,86,D,86
Q0823,A,76,A,76
Q0824,B,78,B,78
Q0825,B,92,B,92
Q0826,D,86,D,86
Q0827,D,78,C,86
Q0828,B,95,B,95
Q0829,C,93,C,93
Q0830,D,86,D,86
Q0831,B,89,B,89
Q0832,A,78,B,62
Q0833,C,92,C,92
Q0834,D,87,D,87
Q0835,D,95,D,95
Q0836,C,91,C,91
Q0837,B,93,B,93
Q0838,D,94,D,94
Q0839,A,97,A,97
Q0840,B,92,B,92
Q0841,D,98,D,98
Q0842,B,95,B,95
Q0843,C,92,C,92
Q0844,D,96,D,96
Q0845,A,82,A,82
Q0846,A,92,A,92
Q0847,D,92,D,92
Q0848,D,97,D,97
Q0849,C,97,C,97
Q0850,E,85,E,85
Q0851,B,78,C,62
Q0852,C,86,C,86
Q0853,B,78,D,72
Q0854,D,93,D,93
Q0855,B,72,E,68
Q0856,B,97,B,97
Q0857,B,78,B,78
Q0858,D,94,D,94
Q0859,A,72,A,72
Q0860,D,94,D,94
Q0861,D,95,D,95
Q0862,C,88,C,88
Q0863,C,72,D,78
Q0864,A,88,A,88
Q0865,E,98,E,98
Q0866,C,93,C,93
Q0867,B,92,B,92
Q0868,B,83,B,83
Q0869,D,87,D,87
Q0870,B,82,B,82
Q0871,A,92,A,92
Q0872,B,88,B,88
Q0873,D,92,D,92
Q0874,C,97,C,97
Q0875,A,78,A,78
Q0876,E,97,E,97
Q0877,D,95,D,95
Q0878,B,99,B,99
Q0879,D,95,D,95
Q0880,E,84,E,84
Q0881,B,67,B,67
Q0882,A,96,A,96
Q0883,B,87,B,87
Q0884,B,97,B,97
Q0885,A,98,A,98
Q0886,C,86,C,78
Q0887,A,87,A,87
Q0888,D,70,E,55
Q0889,A,86,A,86
Q0890,B,92,B,92
Q0891,A,98,A,98
Q0892,C,82,C,82
Q0893,E,86,E,86
Q0894,B,95,B,95
Q0895,A,94,A,94
Q0896,D,92,D,92
Q0897,E,97,E,97
Q0898,B,96,B,96
Q0899,C,96,C,96
Q0900,C,78,C,78
Q0901,C,96,C,96
Q0902,E,88,E,88
Q0903,C,92,C,92
Q0904,B,93,B,93
Q0905,C,98,C,98
Q0906,C,86,C,90
Q0907,B,86,B,86
Q0908,A,88,A,88
Q0909,C,78,C,78
Q0910,A,87,A,87
Q0911,C,88,C,88
Q0912,D,86,D,86
Q0913,B,94,B,94
Q0914,E,72,E,72
Q0915,D,92,D,92
Q0916,A,92,A,92
Q0917,A,88,A,88
Q0918,E,94,E,94
Q0919,B,92,B,92
Q0920,C,92,C,92
Q0921,A,93,A,93
Q0922,B,60,A,80
Q0923,A,86,A,86
Q0924,C,95,C,95
Q0925,A,90,A,90
Q0926,C,99,C,99
Q0927,B,88,B,88
Q0928,C,88,C,88
Q0929,B,94,B,94
Q0930,C,95,C,95
Q0931,A,92,A,92
Q0932,C,72,E,92
Q0933,E,95,E,95
Q0934,A,94,A,94
Q0935,B,78,B,78
Q0936,A,62,A,62
Q0937,B,86,B,86
Q0938,B,72,B,72
Q0939,D,92,D,92
Q0940,A,86,A,84
Q0941,A,92,A,92
Q0942,A,78,A,78
Q0943,B,78,B,78
Q0944,E,92,E,92
Q0945,E,86,E,86
Q0946,D,78,D,78
Q0947,D,93,D,93
Q0948,B,92,B,92
Q0949,C,74,C,74
Q0950,A,87,A,87
Q0951,E,78,E,78
Q0952,C,72,C,72
Q0953,A,78,A,78
Q0954,D,88,D,88
Q0955,C,88,C,88
Q0956,D,90,D,90
Q0957,B,92,B,92
Q0958,B,97,B,97
Q0959,C,90,C,90
Q0960,B,92,B,92
Q0961,D,96,D,96
Q0962,A,72,A,72
Q0963,B,91,B,91
Q0964,E,62,C,70
Q0965,C,72,C,72
Q0966,B,90,B,90
Q0967,C,90,C,90
Q0968,C,93,C,93
Q0969,A,97,A,97
Q0970,C,92,C,92
Q0971,D,86,D,86
Q0972,E,82,E,82
Q0973,D,72,D,72
Q0974,B,98,B,98
Q0975,E,92,E,92
Q0976,C,97,C,97
Q0977,E,74,E,74
Q0978,B,98,B,98
Q0979,C,96,C,96
Q0980,D,87,D,87
Q0981,C,83,C,83
Q0982,D,96,D,96
Q0983,B,92,B,92
Q0984,D,86,D,86
Q0985,E,64,E,64
Q0986,A,96,A,96
Q0987,D,92,D,92
Q0988,B,95,B,95
Q0989,E,68,E,68
Q0990,C,78,E,62
Q0991,E,92,E,92
Q0992,D,97,D,97
Q0993,E,92,E,92
Q0994,A,72,A,72
Q0995,B,78,B,78
Q0996,D,92,D,92
Q0997,D,95,D,95
Q0998,E,98,E,98
Q0999,B,92,B,92
Q1000,E,72,D,78
Q1001,C,90,C,90
Q1002,C,84,C,84
Q1003,B,85,B,85
Q1004,E,93,E,93
Q1005,D,86,D,86
Q1006,E,92,E,92
Q1007,C,96,C,96
Q1008,B,78,C,64
Q1009,E,82,E,82
Q1010,D,93,D,93
Q1011,B,87,C,71
Q1012,E,88,E,88
Q1013,A,97,A,97
Q1014,D,92,D,92
Q1015,C,97,C,97
Q1016,A,98,A,98
Q1017,D,82,E,64
Q1018,E,96,E,96
Q1019,B,93,B,93
Q1020,A,90,A,90
Q1021,D,85,D,85
Q1022,E,92,E,92
Q1023,A,83,A,83
Q1024,D,92,D,92
Q1025,C,92,C,92
Q1026,D,87,D,87
Q1027,A,86,A,86
Q1028,C,92,C,92
Q1029,E,88,E,88
Q1030,A,92,A,92
Q1031,A,70,A,70
Q1032,E,99,E,99
Q1033,C,95,C,95
Q1034,B,96,B,96
Q1035,B,87,B,87
Q1036,B,92,B,92
Q1037,B,97,B,97
Q1038,D,78,D,78
Q1039,A,94,A,94
Q1040,B,94,B,94
Q1041,B,90,B,90
Q1042,D,92,D,92
Q1043,E,95,E,95
Q1044,E,82,E,82
Q1045,B,93,B,93
Q1046,A,88,A,88
Q1047,A,72,E,78
Q1048,B,87,B,87
Q1049,B,62,B,62
Q1050,C,97,C,97
Q1051,D,92,D,92
Q1052,D,82,D,82
Q1053,B,92,B,92
Q1054,B,86,B,86
Q1055,A,92,A,92
Q1056,C,90,C,90
Q1057,D,96,D,96
Q1058,B,86,B,86
Q1059,D,86,D,86
Q1060,A,95,A,95
Q1061,A,86,A,86
Q1062,E,97,E,97
Q1063,B,83,B,83
Q1064,D,96,D,96
Q1065,E,99,E,99
Q1066,E,72,A,78
Q1067,A,94,A,94
Q1068,C,92,C,92
Q1069,B,94,B,94
Q1070,B,90,B,90
Q1071,E,96,E,96
