id,run2_initial_answer,run2_initial_confidence,run2_answer,run2_confidence
Q0325,A,98,A,98
Q0326,C,99,C,99
Q0327,B,97,B,97
Q0328,A,99,A,99
Q0329,B,91,B,91
Q0330,B,88,B,88
Q0331,C,98,C,98
Q0332,B,98,B,98
Q0333,D,98,D,98
Q0334,E,98,E,99
Q0335,B,98,B,99
Q0336,B,98,B,98
Q0337,A,94,A,96
Q0338,C,94,C,94
Q0339,A,99,A,99
Q0340,A,98,A,99
Q0341,C,82,C,78
Q0342,C,100,C,100
Q0343,D,99,D,99
Q0344,B,99,B,99
Q0345,A,98,A,98
Q0346,C,98,C,98
Q0347,C,96,C,96
Q0348,A,99,A,99
Q0349,D,93,D,94
Q0350,C,98,C,98
Q0351,C,91,C,91
Q0352,A,96,A,96
Q0353,A,96,A,97
Q0354,B,96,B,96
Q0355,D,98,D,98
Q0356,A,96,A,95
Q0357,A,99,A,99
Q0358,E,96,E,96
Q0359,B,98,B,98
Q0360,D,99,D,99
Q0361,A,96,A,96
Q0362,A,96,A,96
Q0363,D,98,D,98
Q0364,D,99,D,99
Q0365,A,98,A,98
Q0366,D,96,D,96
Q0367,A,98,A,98
Q0368,D,97,D,97
Q0369,D,98,D,98
Q0370,E,97,E,97
Q0371,E,99,E,99
Q0372,A,99,A,99
Q0373,E,96,E,96
Q0374,E,93,E,93
Q0375,D,100,D,100
Q0376,B,93,B,95
Q0377,D,96,D,97
Q0378,E,99,E,99
Q0379,A,87,A,87
Q0380,D,98,D,98
Q0381,B,78,B,78
Q0382,C,89,C,84
Q0383,C,99,C,99
Q0384,A,96,A,96
Q0385,E,98,E,98
Q0386,E,98,E,98
Q0387,D,98,D,98
Q0388,B,98,B,98
Q0389,C,96,C,97
Q0390,D,99,D,99
Q0391,A,86,A,86
Q0392,B,86,B,85
Q0393,C,99,C,99
Q0394,A,95,A,96
Q0395,D,99,D,99
Q0396,C,98,C,98
Q0397,D,98,D,98
Q0398,B,95,B,96
Q0399,E,99,E,99
Q0400,B,99,B,99
Q0401,B,99,B,99
Q0402,C,72,C,70
Q0403,B,98,B,98
Q0404,E,92,E,90
Q0405,A,100,A,100
Q0406,A,99,A,99
Q0407,C,98,C,98
Q0408,C,99,C,99
Q0409,A,99,A,99
Q0410,C,99,C,99
Q0411,C,100,C,100
Q0412,C,99,C,99
Q0413,A,93,A,93
Q0414,B,74,B,82
Q0415,E,88,E,88
Q0416,E,93,E,93
Q0417,D,73,A,62
Q0418,A,96,A,96
Q0419,D,99,D,99
Q0420,B,98,B,98
Q0421,B,99,B,99
Q0422,C,62,C,55
Q0423,A,92,A,92
Q0424,E,52,E,60
Q0425,C,96,C,96
Q0426,C,85,C,88
Q0427,C,95,C,96
Q0428,B,99,B,99
Q0429,A,98,A,98
Q0430,E,96,E,97
Q0431,B,98,B,98
Q0432,D,88,D,90
Q0433,B,99,B,99
Q0434,D,100,D,100
Q0435,C,98,C,98
Q0436,D,98,D,98
Q0437,C,100,C,100
Q0438,A,98,A,98
Q0439,C,98,C,98
Q0440,A,90,A,90
Q0441,E,95,E,95
Q0442,D,98,D,98
Q0443,D,85,D,90
Q0444,B,98,B,98
Q0445,D,96,D,97
Q0446,B,98,B,98
Q0447,A,99,A,99
Q0448,C,96,C,96
Q0449,C,80,C,88
Q0450,B,98,B,98
Q0451,B,99,B,99
Q0452,E,100,E,100
Q0453,C,86,C,90
Q0454,C,95,C,95
Q0455,E,92,E,92
Q0456,D,99,D,99
Q0457,B,96,B,97
Q0458,C,95,C,96
Q0459,D,98,D,98
Q0460,E,99,E,99
Q0461,A,96,A,96
Q0462,E,62,D,48
Q0463,B,92,B,95
Q0464,B,95,B,95
Q0465,C,99,C,99
Q0466,D,96,D,96
Q0467,C,98,C,98
Q0468,E,88,E,88
Q0469,A,99,A,99
Q0470,A,96,A,96
Q0471,A,92,A,95
Q0472,D,78,D,73
Q0473,D,97,D,97
Q0474,D,99,D,99
Q0475,B,99,B,99
Q0476,D,95,D,96
Q0477,D,100,D,100
Q0478,B,96,B,98
Q0479,C,99,C,99
Q0480,D,95,D,95
Q0481,B,97,B,98
Q0482,A,99,A,99
Q0483,C,100,C,100
Q0484,C,78,B,85
Q0485,D,99,D,99
Q0486,B,74,B,82
Q0487,C,96,C,96
Q0488,D,99,D,99
Q0489,A,98,A,98
Q0490,D,100,D,100
Q0491,C,99,C,99
Q0492,A,97,A,98
Q0493,C,86,C,88
Q0494,D,98,D,98
Q0495,A,96,A,97
Q0496,A,94,A,97
Q0497,D,98,D,98
Q0498,D,95,D,95
Q0499,A,98,A,99
Q0500,D,98,D,98
Q0501,B,95,B,95
Q0502,E,98,E,98
Q0503,B,98,B,98
Q0504,B,99,B,99
Q0505,C,98,C,98
Q0506,B,99,B,99
Q0507,A,96,A,97
Q0508,D,97,D,97
Q0509,C,95,C,95
Q0510,E,98,E,99
Q0511,A,100,A,99
Q0512,A,96,A,96
Q0513,B,96,B,96
Q0514,D,99,D,99
Q0515,B,95,B,95
Q0516,D,99,D,99
Q0517,E,99,E,99
Q0518,B,99,B,99
Q0519,C,92,C,92
Q0520,D,88,D,88
Q0521,B,99,B,99
Q0522,A,95,A,95
Q0523,D,98,D,98
Q0524,E,99,E,99
Q0525,B,86,B,80
Q0526,E,97,E,97
Q0527,D,92,D,92
Q0528,A,96,A,94
Q0529,D,99,D,99
Q0530,C,100,C,100
Q0531,A,97,A,97
Q0532,D,99,D,99
Q0533,B,96,B,96
Q0534,B,98,B,98
Q0535,C,86,C,86
Q0536,D,98,D,98
Q0537,E,99,E,99
Q0538,A,92,A,92
Q0539,A,83,A,83
Q0540,E,96,E,96
Q0541,D,78,D,75
Q0542,A,90,C,75
Q0543,C,99,C,99
Q0544,C,96,C,96
Q0545,C,92,C,92
Q0546,D,99,D,99
Q0547,D,95,D,95
Q0548,E,99,E,99
Q0549,E,96,E,97
Q0550,B,98,B,99
Q0551,A,95,A,95
Q0552,A,99,A,99
Q0553,B,98,B,98
Q0554,B,100,B,100
Q0555,A,92,A,92
Q0556,C,100,C,100
Q0557,A,99,A,99
Q0558,C,99,C,99
Q0559,C,99,C,99
Q0560,B,99,B,99
Q0561,A,93,A,95
Q0562,D,99,D,99
Q0563,B,100,B,100
Q0564,A,98,A,98
Q0565,B,90,B,90
Q0566,C,95,C,95
Q0567,B,95,B,95
Q0568,E,99,E,99
Q0569,A,99,A,99
Q0570,B,82,B,78
Q0571,A,96,A,96
Q0572,C,96,C,96
Q0573,C,90,C,90
Q0574,C,98,C,98
Q0575,C,99,C,99
Q0576,C,98,C,98
Q0577,E,93,E,93
Q0578,B,72,B,72
Q0579,B,94,B,95
Q0580,E,96,E,97
Q0581,A,98,A,98
Q0582,D,95,D,96
Q0583,E,98,E,99
Q0584,E,88,E,82
Q0585,E,97,E,97
Q0586,E,99,E,99
Q0587,B,96,B,96
Q0588,C,95,C,95
Q0589,A,96,A,96
Q0590,E,98,E,98
Q0591,C,96,C,96
Q0592,C,95,C,95
Q0593,B,97,B,97
Q0594,D,99,D,99
Q0595,D,96,D,96
Q0596,B,100,B,100
Q0597,C,98,C,99
Q0598,C,96,C,97
Q0599,B,98,B,99
Q0600,D,99,D,99
Q0601,E,98,E,98
Q0602,E,99,E,99
Q0603,A,55,A,55
Q0604,B,99,B,99
Q0605,A,99,A,99
Q0606,C,98,C,98
Q0607,E,98,E,98
Q0608,D,100,D,100
Q0609,D,99,D,99
Q0610,E,99,E,99
Q0611,B,99,B,99
Q0612,C,98,C,98
Q0613,B,96,B,96
Q0614,D,98,D,98
Q0615,D,95,D,95
Q0616,A,98,A,98
Q0617,E,95,E,97
Q0618,B,99,B,99
Q0619,C,99,C,99
Q0620,D,99,D,99
Q0621,C,100,C,100
Q0622,E,98,E,99
Q0623,C,98,C,98
Q0624,A,100,A,100
Q0625,E,99,E,99
Q0626,C,98,C,99
Q0627,E,99,E,99
Q0628,D,93,D,93
Q0629,C,99,C,99
Q0630,E,96,E,96
Q0631,D,96,D,96
Q0632,B,100,B,100
Q0633,E,100,E,100
Q0634,B,55,E,70
Q0635,A,88,A,90
Q0636,C,96,C,96
Q0637,A,98,A,98
Q0638,A,98,A,98
Q0639,A,99,A,99
Q0640,A,96,A,96
Q0641,E,95,E,95
Q0642,A,96,A,96
Q0643,B,98,B,99
Q0644,E,96,E,96
Q0645,B,86,B,86
Q0646,B,96,B,98
Q0647,B,99,B,99
Q0648,C,98,C,98
Q0649,A,99,A,99
Q0650,B,96,B,96
Q0651,C,96,C,96
Q0652,D,72,D,80
Q0653,D,98,D,98
Q0654,A,98,A,98
Q0655,B,85,B,85
Q0656,B,88,B,90
Q0657,D,98,D,98
Q0658,E,92,E,92
Q0659,D,98,D,98
Q0660,D,83,D,88
Q0661,A,95,A,97
Q0662,A,98,A,98
Q0663,E,98,E,98
Q0664,E,99,E,99
Q0665,D,82,D,82
Q0666,C,79,C,82
Q0667,A,96,A,96
Q0668,A,95,A,95
Q0669,B,98,B,98
Q0670,B,98,B,98
Q0671,B,52,B,65
Q0672,B,99,B,99
Q0673,B,99,B,99
Q0674,E,98,E,98
Q0675,B,99,B,99
Q0676,C,78,C,70
Q0677,B,90,B,90
Q0678,B,82,B,82
Q0679,B,98,B,99
Q0680,C,73,C,73
Q0681,E,100,E,100
Q0682,B,99,B,99
Q0683,D,98,D,98
Q0684,C,99,C,99
Q0685,B,99,B,99
Q0686,D,70,D,80
Q0687,A,99,A,99
Q0688,B,94,B,94
Q0689,A,95,A,95
Q0690,C,96,C,98
Q0691,B,98,B,98
Q0692,C,98,C,98
Q0693,D,95,D,97
Q0694,C,98,C,98
Q0695,A,99,A,99
Q0696,B,94,B,94
Q0697,D,100,D,100
Q0698,E,99,E,99
Q0699,A,98,A,98
Q0700,A,98,A,98
Q0701,C,99,C,99
Q0702,D,98,D,99
Q0703,D,98,D,98
Q0704,E,96,E,96
Q0705,E,61,E,78
Q0706,D,99,D,99
Q0707,C,72,C,72
Q0708,D,99,D,99
Q0709,B,98,B,98
Q0710,B,45,B,45
Q0711,D,98,D,98
Q0712,C,98,C,98
Q0713,C,97,C,97
Q0714,A,99,A,99
Q0715,B,90,B,92
Q0716,B,98,B,99
Q0717,D,95,D,95
Q0718,B,96,B,96
Q0719,E,99,E,99
Q0720,A,99,A,99
Q0721,B,93,B,93
Q0722,B,99,B,99
Q0723,E,96,E,96
Q0724,D,99,D,99
Q0725,E,91,E,93
Q0726,D,96,D,96
Q0727,E,99,E,99
Q0728,B,98,B,98
Q0729,D,98,D,98
Q0730,D,98,D,98
Q0731,D,94,D,94
Q0732,B,98,B,98
Q0733,B,92,B,90
Q0734,C,99,C,99
Q0735,D,95,D,95
Q0736,A,92,A,92
Q0737,A,88,A,88
Q0738,D,98,D,98
Q0739,A,100,A,100
Q0740,A,99,A,99
Q0741,E,96,E,96
Q0742,A,65,A,70
Q0743,B,92,B,92
Q0744,B,99,B,99
Q0745,D,94,D,94
Q0746,A,96,A,96
Q0747,B,96,B,97
Q0748,D,92,D,92
Q0749,A,97,A,97
Q0750,C,92,C,92
Q0751,B,99,B,99
Q0752,C,94,C,94
Q0753,C,99,C,99
Q0754,C,99,C,99
Q0755,B,99,B,99
Q0756,C,88,C,90
Q0757,C,95,C,95
Q0758,E,98,E,98
Q0759,E,98,E,98
Q0760,D,92,D,94
Q0761,C,95,C,95
Q0762,E,93,E,93
Q0763,C,88,C,88
Q0764,A,98,A,99
Q0765,D,96,D,96
Q0766,D,90,D,90
Q0767,E,98,E,99
Q0768,B,99,B,99
Q0769,B,93,B,93
Q0770,C,95,C,95
Q0771,B,98,B,98
Q0772,C,94,C,96
Q0773,E,99,E,99
Q0774,A,95,A,95
Q0775,E,99,E,99
Q0776,A,88,A,90
Q0777,B,100,B,100
Q0778,E,92,E,92
Q0779,C,85,C,85
Q0780,E,94,E,94
Q0781,D,78,D,82
Q0782,E,98,E,98
Q0783,E,98,E,98
Q0784,B,99,B,99
Q0785,B,91,B,91
Q0786,D,97,D,97
Q0787,E,96,E,96
Q0788,D,97,D,98
Q0789,D,99,D,99
Q0790,C,96,C,96
Q0791,B,100,B,100
Q0792,A,96,A,98
Q0793,C,97,C,97
Q0794,B,98,B,98
Q0795,E,98,E,98
Q0796,C,96,C,96
Q0797,D,70,D,70
Q0798,E,98,E,98
Q0799,C,99,C,99
Q0800,C,95,C,95
Q0801,C,99,C,99
Q0802,B,98,B,98
Q0803,E,95,E,95
Q0804,E,76,E,76
Q0805,A,99,A,99
Q0806,C,99,C,99
Q0807,B,78,B,78
Q0808,A,82,A,82
Q0809,D,98,D,98
Q0810,B,99,B,99
Q0811,A,99,A,99
Q0812,E,99,E,99
Q0813,E,92,E,94
Q0814,C,95,C,95
Q0815,E,98,E,98
Q0816,A,98,A,99
Q0817,A,99,A,99
Q0818,C,98,C,98
Q0819,B,98,B,99
Q0820,E,99,E,99
Q0821,C,99,C,99
Q0822,D,88,D,88
Q0823,C,95,C,95
Q0824,D,89,D,92
Q0825,B,70,B,65
Q0826,D,82,D,78
Q0827,C,92,C,92
Q0828,B,99,B,99
Q0829,C,98,C,98
Q0830,E,74,D,82
Q0831,B,95,B,95
Q0832,A,91,A,91
Q0833,C,98,C,99
Q0834,D,98,D,98
Q0835,D,99,D,99
Q0836,C,95,C,95
Q0837,B,99,B,99
Q0838,D,96,D,96
Q0839,A,99,A,99
Q0840,B,99,B,99
Q0841,D,99,D,99
Q0842,B,99,B,99
Q0843,C,98,C,98
Q0844,D,99,D,99
Q0845,A,94,A,96
Q0846,A,98,A,98
Q0847,D,98,D,98
Q0848,D,99,D,99
Q0849,C,99,C,99
Q0850,E,92,E,92
Q0851,B,86,B,88
Q0852,C,96,C,96
Q0853,D,72,A,78
Q0854,B,72,B,70
Q0855,B,90,B,90
Q0856,B,99,B,99
Q0857,B,95,B,95
Q0858,D,99,D,99
Q0859,A,88,A,88
Q0860,D,98,D,98
Q0861,D,99,D,99
Q0862,C,98,C,98
Q0863,B,93,B,93
Q0864,A,96,A,97
Q0865,E,99,E,99
Q0866,C,96,C,96
Q0867,B,98,B,98
Q0868,B,96,B,98
Q0869,D,96,D,96
Q0870,A,98,A,98
Q0871,A,99,A,99
Q0872,B,95,B,95
Q0873,D,98,D,98
Q0874,C,99,C,99
Q0875,A,88,A,88
Q0876,E,99,E,99
Q0877,D,98,D,98
Q0878,B,100,B,100
Q0879,D,100,D,100
Q0880,E,96,E,96
Q0881,C,95,C,97
Q0882,A,99,A,99
Q0883,B,74,B,70
Q0884,B,100,B,100
Q0885,A,100,A,100
Q0886,C,93,C,93
Q0887,A,98,A,98
Q0888,A,72,A,84
Q0889,A,96,A,96
Q0890,B,96,B,97
Q0891,A,98,A,99
Q0892,C,78,C,80
Q0893,E,96,E,97
Q0894,B,99,B,99
Q0895,A,96,A,96
Q0896,D,96,D,97
Q0897,E,99,E,99
Q0898,B,99,B,99
Q0899,C,99,C,99
Q0900,C,92,C,92
Q0901,C,99,C,99
Q0902,E,72,E,75
Q0903,C,98,C,98
Q0904,B,98,B,98
Q0905,C,99,C,99
Q0906,C,98,C,98
Q0907,B,96,B,97
Q0908,A,87,A,85
Q0909,C,90,C,90
Q0910,A,95,A,90
Q0911,C,94,C,94
Q0912,D,97,D,97
Q0913,B,99,B,99
Q0914,E,92,E,95
Q0915,D,98,D,98
Q0916,A,99,A,99
Q0917,A,98,A,98
Q0918,E,99,E,99
Q0919,B,98,B,98
Q0920,C,98,C,98
Q0921,A,98,A,98
Q0922,A,73,B,58
Q0923,A,97,A,97
Q0924,C,100,C,100
Q0925,A,99,A,99
Q0926,C,100,C,100
Q0927,B,95,B,95
Q0928,C,98,C,98
Q0929,B,98,B,98
Q0930,C,98,C,99
Q0931,A,99,A,99
Q0932,C,92,C,88
Q0933,E,98,E,98
Q0934,A,99,A,99
Q0935,B,94,B,94
Q0936,D,55,A,70
Q0937,B,96,B,96
Q0938,D,78,D,80
Q0939,D,95,D,95
Q0940,A,98,A,98
Q0941,A,99,A,99
Q0942,A,98,A,98
Q0943,B,95,B,96
Q0944,E,96,E,96
Q0945,E,64,E,70
Q0946,B,85,B,85
Q0947,D,98,D,98
Q0948,B,99,B,99
Q0949,C,82,C,78
Q0950,A,98,A,98
Q0951,A,98,A,98
Q0952,C,93,C,93
Q0953,A,92,A,94
Q0954,D,96,D,96
Q0955,C,96,C,96
Q0956,D,99,D,99
Q0957,B,99,B,99
Q0958,B,100,B,100
Q0959,C,99,C,99
Q0960,B,98,B,98
Q0961,D,99,D,99
Q0962,A,86,A,86
Q0963,B,97,B,97
Q0964,E,96,E,96
Q0965,C,88,C,87
Q0966,D,96,D,96
Q0967,C,98,C,99
Q0968,C,98,C,98
Q0969,A,99,A,99
Q0970,C,98,C,98
Q0971,D,95,D,96
Q0972,E,96,E,96
Q0973,C,82,C,78
Q0974,B,99,B,99
Q0975,E,99,E,99
Q0976,C,100,C,100
Q0977,E,72,C,74
Q0978,B,99,B,99
Q0979,C,99,C,99
Q0980,D,98,D,98
Q0981,C,93,C,94
Q0982,D,99,D,99
Q0983,B,98,B,98
Q0984,D,96,D,96
Q0985,E,54,D,73
Q0986,A,99,A,99
Q0987,D,98,D,99
Q0988,B,99,B,99
Q0989,B,62,B,85
Q0990,E,58,E,72
Q0991,E,98,E,98
Q0992,D,99,D,99
Q0993,E,99,E,99
Q0994,C,72,C,80
Q0995,B,96,B,97
Q0996,D,98,D,98
Q0997,D,99,D,99
Q0998,E,99,E,99
Q0999,B,95,B,95
Q1000,E,78,E,75
Q1001,C,99,C,99
Q1002,C,92,C,88
Q1003,B,95,B,94
Q1004,E,99,E,99
Q1005,D,95,D,95
Q1006,E,98,E,98
Q1007,C,99,C,99
Q1008,B,72,B,78
Q1009,E,98,E,98
Q1010,D,99,D,99
Q1011,C,97,C,98
Q1012,E,98,E,98
Q1013,A,99,A,99
Q1014,D,98,D,98
Q1015,C,99,C,99
Q1016,A,99,A,99
Q1017,D,86,D,80
Q1018,E,99,E,99
Q1019,B,97,B,97
Q1020,A,100,A,100
Q1021,D,96,D,96
Q1022,E,98,E,98
Q1023,A,98,A,98
Q1024,D,99,D,99
Q1025,C,99,C,99
Q1026,D,99,D,99
Q1027,A,98,A,99
Q1028,B,100,B,100
Q1029,E,98,E,98
Q1030,A,98,A,98
Q1031,A,98,A,99
Q1032,E,100,E,100
Q1033,C,99,C,99
Q1034,B,99,B,99
Q1035,B,95,B,98
Q1036,B,99,B,99
Q1037,B,99,B,99
Q1038,A,72,D,60
Q1039,A,99,A,99
Q1040,B,98,B,98
Q1041,B,96,B,97
Q1042,D,98,D,99
Q1043,E,99,E,99
Q1044,E,95,E,95
Q1045,B,99,B,99
Q1046,A,96,A,96
Q1047,B,98,B,99
Q1048,B,98,B,98
Q1049,B,92,B,92
Q1050,C,99,C,99
Q1051,D,98,D,98
Q1052,D,99,D,99
Q1053,B,99,B,99
Q1054,B,96,B,96
Q1055,A,85,A,85
Q1056,C,98,C,98
Q1057,D,98,D,99
Q1058,B,95,B,95
Q1059,D,98,D,99
Q1060,A,98,A,99
Q1061,A,78,E,82
Q1062,E,99,E,99
Q1063,B,93,B,95
Q1064,D,99,D,99
Q1065,E,100,E,100
Q1066,A,98,A,98
Q1067,A,100,A,100
Q1068,C,99,C,99
Q1069,B,99,B,99
Q1070,B,98,B,99
Q1071,E,99,E,99
